 >PIPOBJ: point-in-polyhedron; NX,NY,NZ= 20 41 20 
     8278        1 = NAT, NIN
 1.000000 0.000000 0.000000 = A_1 vector
 0.000000 1.000000 0.000000 = A_2 vector
 1.000000 1.000000 1.000000 = lattice spacings(d_x,d_y,d_z)/d
 0.0 0.0 0.0 = lattice offset x0(1-3) =(x_TF,y_TF,z_TF)/d for dipole 0 0 0
       JA    IX    IY    IZ  ICOMP(x,y,z)
    6195     -1    26     0     1 1 1
    6196     -1    27     0     1 1 1
    6197     -1    28     0     1 1 1
    6198     -1    29     0     1 1 1
    6199     -1    30     0     1 1 1
    6200      0    12     0     1 1 1
    6201      0    13     0     1 1 1
    6202      0    14     0     1 1 1
    6203      0    15     0     1 1 1
    6204      0    16     0     1 1 1
    6205      0    17     0     1 1 1
    6206      0    18     0     1 1 1
    6207      0    19     0     1 1 1
    6208      0    20     0     1 1 1
    6209      0    21     0     1 1 1
    6210      0    22     0     1 1 1
    6211      0    23     0     1 1 1
    6212      0    24     0     1 1 1
    6213      0    25     0     1 1 1
    6214      0    26     0     1 1 1
    6215      0    27     0     1 1 1
    6216      0    28     0     1 1 1
    6217      0    29     0     1 1 1
    6218      0    30     0     1 1 1
    6219      1    12     0     1 1 1
    6220      1    13     0     1 1 1
    6221      1    14     0     1 1 1
    6222      1    15     0     1 1 1
    6223      1    16     0     1 1 1
    6224      1    17     0     1 1 1
    6225      1    18     0     1 1 1
    6226      1    19     0     1 1 1
    6227      1    20     0     1 1 1
    6228      1    21     0     1 1 1
    6229      1    22     0     1 1 1
    6230      1    23     0     1 1 1
    6231      1    24     0     1 1 1
    6232      1    25     0     1 1 1
    6233      1    26     0     1 1 1
    6234      1    27     0     1 1 1
    6235      1    28     0     1 1 1
    6236      1    29     0     1 1 1
    6237      1    30     0     1 1 1
    6238      2    12     0     1 1 1
    6239      2    13     0     1 1 1
    6240      2    14     0     1 1 1
    6241      2    15     0     1 1 1
    6242      2    16     0     1 1 1
    6243      2    17     0     1 1 1
    6244      2    18     0     1 1 1
    6245      2    19     0     1 1 1
    6246      2    20     0     1 1 1
    6247      2    21     0     1 1 1
    6248      2    22     0     1 1 1
    6249      2    23     0     1 1 1
    6250      2    24     0     1 1 1
    6251      2    25     0     1 1 1
    6252      2    26     0     1 1 1
    6253      2    27     0     1 1 1
    6254      2    28     0     1 1 1
    6255      2    29     0     1 1 1
    6256      2    30     0     1 1 1
    6257      3    12     0     1 1 1
    6258      3    13     0     1 1 1
    6259      3    14     0     1 1 1
    6260      3    15     0     1 1 1
    6261      3    16     0     1 1 1
    6262      3    17     0     1 1 1
    6263      3    18     0     1 1 1
    6264      3    19     0     1 1 1
    6265      3    20     0     1 1 1
    6266      3    21     0     1 1 1
    6267      3    22     0     1 1 1
    6268      3    23     0     1 1 1
    6269      3    24     0     1 1 1
    6270      3    25     0     1 1 1
    6271      3    26     0     1 1 1
    6272      3    27     0     1 1 1
    6273      3    28     0     1 1 1
    6274      3    29     0     1 1 1
    6275      3    30     0     1 1 1
    6276      4    12     0     1 1 1
    6277      4    13     0     1 1 1
    6278      4    14     0     1 1 1
    6279      4    15     0     1 1 1
    6280      4    16     0     1 1 1
    6281      4    17     0     1 1 1
    6282      4    18     0     1 1 1
    6283      4    19     0     1 1 1
    6284      4    20     0     1 1 1
    6285      4    21     0     1 1 1
    6286      4    22     0     1 1 1
    6287      4    23     0     1 1 1
    6288      4    24     0     1 1 1
    6289      4    25     0     1 1 1
    6290      4    26     0     1 1 1
    6291      4    27     0     1 1 1
    6292      4    28     0     1 1 1
    6293      4    29     0     1 1 1
    6294      4    30     0     1 1 1
    6295      5    13     0     1 1 1
    6296      5    14     0     1 1 1
    6297      5    15     0     1 1 1
    6298      5    16     0     1 1 1
    6299      5    17     0     1 1 1
    6300      5    18     0     1 1 1
    6301      5    19     0     1 1 1
    6302      5    20     0     1 1 1
    6303      5    21     0     1 1 1
    6304      5    22     0     1 1 1
    6305      5    23     0     1 1 1
    6306      5    24     0     1 1 1
    6307      5    25     0     1 1 1
    6308      5    26     0     1 1 1
    6309      5    27     0     1 1 1
    6310      5    28     0     1 1 1
    6311      5    29     0     1 1 1
    6312      6    14     0     1 1 1
    6313      6    15     0     1 1 1
    6314      6    16     0     1 1 1
    6315      6    17     0     1 1 1
    6316      6    18     0     1 1 1
    6317      6    19     0     1 1 1
    6318      6    20     0     1 1 1
    6319      6    21     0     1 1 1
    6320      6    22     0     1 1 1
    6321      6    23     0     1 1 1
    6322      6    24     0     1 1 1
    6323      6    25     0     1 1 1
    6324      6    26     0     1 1 1
    6325      6    27     0     1 1 1
    6326      6    28     0     1 1 1
    6327      7    14     0     1 1 1
    6328      7    15     0     1 1 1
    6329      7    16     0     1 1 1
    6330      7    17     0     1 1 1
    6331      7    18     0     1 1 1
    6332      7    19     0     1 1 1
    6333      7    20     0     1 1 1
    6334      7    21     0     1 1 1
    6335      7    22     0     1 1 1
    6336      7    23     0     1 1 1
    6337      7    24     0     1 1 1
    6338      7    25     0     1 1 1
    6339      7    26     0     1 1 1
    6340      7    27     0     1 1 1
    6341      7    28     0     1 1 1
    6342      8    16     0     1 1 1
    6343      8    17     0     1 1 1
    6344      8    18     0     1 1 1
    6345      8    19     0     1 1 1
    6346      8    20     0     1 1 1
    6347      8    21     0     1 1 1
    6348      8    22     0     1 1 1
    6349      8    23     0     1 1 1
    6350      8    24     0     1 1 1
    6351      8    25     0     1 1 1
    6352      8    26     0     1 1 1
    6353      9    17     0     1 1 1
    6354      9    18     0     1 1 1
    6355      9    19     0     1 1 1
    6356      9    20     0     1 1 1
    6357      9    21     0     1 1 1
    6358      9    22     0     1 1 1
    6359      9    23     0     1 1 1
    6360      9    24     0     1 1 1
    6361      9    25     0     1 1 1
    6362     -9    17     1     1 1 1
    6363     -9    18     1     1 1 1
    6364     -9    19     1     1 1 1
    6365     -9    20     1     1 1 1
    6366     -9    21     1     1 1 1
    6367     -9    22     1     1 1 1
    6368     -9    23     1     1 1 1
    6369     -9    24     1     1 1 1
    6370     -9    25     1     1 1 1
    6371     -8    16     1     1 1 1
    6372     -8    17     1     1 1 1
    6373     -8    18     1     1 1 1
    6374     -8    19     1     1 1 1
    6375     -8    20     1     1 1 1
    6376     -8    21     1     1 1 1
    6377     -8    22     1     1 1 1
    6378     -8    23     1     1 1 1
    6379     -8    24     1     1 1 1
    6380     -8    25     1     1 1 1
    6381     -8    26     1     1 1 1
    6382     -7    14     1     1 1 1
    6383     -7    15     1     1 1 1
    6384     -7    16     1     1 1 1
    6385     -7    17     1     1 1 1
    6386     -7    18     1     1 1 1
    6387     -7    19     1     1 1 1
    6388     -7    20     1     1 1 1
    6389     -7    21     1     1 1 1
    6390     -7    22     1     1 1 1
    6391     -7    23     1     1 1 1
    6392     -7    24     1     1 1 1
    6393     -7    25     1     1 1 1
    6394     -7    26     1     1 1 1
    6395     -7    27     1     1 1 1
    6396     -7    28     1     1 1 1
    6397     -6    14     1     1 1 1
    6398     -6    15     1     1 1 1
    6399     -6    16     1     1 1 1
    6400     -6    17     1     1 1 1
    6401     -6    18     1     1 1 1
    6402     -6    19     1     1 1 1
    6403     -6    20     1     1 1 1
    6404     -6    21     1     1 1 1
    6405     -6    22     1     1 1 1
    6406     -6    23     1     1 1 1
    6407     -6    24     1     1 1 1
    6408     -6    25     1     1 1 1
    6409     -6    26     1     1 1 1
    6410     -6    27     1     1 1 1
    6411     -6    28     1     1 1 1
    6412     -5    13     1     1 1 1
    6413     -5    14     1     1 1 1
    6414     -5    15     1     1 1 1
    6415     -5    16     1     1 1 1
    6416     -5    17     1     1 1 1
    6417     -5    18     1     1 1 1
    6418     -5    19     1     1 1 1
    6419     -5    20     1     1 1 1
    6420     -5    21     1     1 1 1
    6421     -5    22     1     1 1 1
    6422     -5    23     1     1 1 1
    6423     -5    24     1     1 1 1
    6424     -5    25     1     1 1 1
    6425     -5    26     1     1 1 1
    6426     -5    27     1     1 1 1
    6427     -5    28     1     1 1 1
    6428     -5    29     1     1 1 1
    6429     -4    12     1     1 1 1
    6430     -4    13     1     1 1 1
    6431     -4    14     1     1 1 1
    6432     -4    15     1     1 1 1
    6433     -4    16     1     1 1 1
    6434     -4    17     1     1 1 1
    6435     -4    18     1     1 1 1
    6436     -4    19     1     1 1 1
    6437     -4    20     1     1 1 1
    6438     -4    21     1     1 1 1
    6439     -4    22     1     1 1 1
    6440     -4    23     1     1 1 1
    6441     -4    24     1     1 1 1
    6442     -4    25     1     1 1 1
    6443     -4    26     1     1 1 1
    6444     -4    27     1     1 1 1
    6445     -4    28     1     1 1 1
    6446     -4    29     1     1 1 1
    6447     -4    30     1     1 1 1
    6448     -3    12     1     1 1 1
    6449     -3    13     1     1 1 1
    6450     -3    14     1     1 1 1
    6451     -3    15     1     1 1 1
    6452     -3    16     1     1 1 1
    6453     -3    17     1     1 1 1
    6454     -3    18     1     1 1 1
    6455     -3    19     1     1 1 1
    6456     -3    20     1     1 1 1
    6457     -3    21     1     1 1 1
    6458     -3    22     1     1 1 1
    6459     -3    23     1     1 1 1
    6460     -3    24     1     1 1 1
    6461     -3    25     1     1 1 1
    6462     -3    26     1     1 1 1
    6463     -3    27     1     1 1 1
    6464     -3    28     1     1 1 1
    6465     -3    29     1     1 1 1
    6466     -3    30     1     1 1 1
    6467     -2    12     1     1 1 1
    6468     -2    13     1     1 1 1
    6469     -2    14     1     1 1 1
    6470     -2    15     1     1 1 1
    6471     -2    16     1     1 1 1
    6472     -2    17     1     1 1 1
    6473     -2    18     1     1 1 1
    6474     -2    19     1     1 1 1
    6475     -2    20     1     1 1 1
    6476     -2    21     1     1 1 1
    6477     -2    22     1     1 1 1
    6478     -2    23     1     1 1 1
    6479     -2    24     1     1 1 1
    6480     -2    25     1     1 1 1
    6481     -2    26     1     1 1 1
    6482     -2    27     1     1 1 1
    6483     -2    28     1     1 1 1
    6484     -2    29     1     1 1 1
    6485     -2    30     1     1 1 1
    6486     -1    12     1     1 1 1
    6487     -1    13     1     1 1 1
    6488     -1    14     1     1 1 1
    6489     -1    15     1     1 1 1
    6490     -1    16     1     1 1 1
    6491     -1    17     1     1 1 1
    6492     -1    18     1     1 1 1
    6493     -1    19     1     1 1 1
    6494     -1    20     1     1 1 1
    6495     -1    21     1     1 1 1
    6496     -1    22     1     1 1 1
    6497     -1    23     1     1 1 1
    6498     -1    24     1     1 1 1
    6499     -1    25     1     1 1 1
    6500     -1    26     1     1 1 1
    6501     -1    27     1     1 1 1
    6502     -1    28     1     1 1 1
    6503     -1    29     1     1 1 1
    6504     -1    30     1     1 1 1
    6505      0    12     1     1 1 1
    6506      0    13     1     1 1 1
    6507      0    14     1     1 1 1
    6508      0    15     1     1 1 1
    6509      0    16     1     1 1 1
    6510      0    17     1     1 1 1
    6511      0    18     1     1 1 1
    6512      0    19     1     1 1 1
    6513      0    20     1     1 1 1
    6514      0    21     1     1 1 1
    6515      0    22     1     1 1 1
    6516      0    23     1     1 1 1
    6517      0    24     1     1 1 1
    6518      0    25     1     1 1 1
    6519      0    26     1     1 1 1
    6520      0    27     1     1 1 1
    6521      0    28     1     1 1 1
    6522      0    29     1     1 1 1
    6523      0    30     1     1 1 1
    6524      1    12     1     1 1 1
    6525      1    13     1     1 1 1
    6526      1    14     1     1 1 1
    6527      1    15     1     1 1 1
    6528      1    16     1     1 1 1
    6529      1    17     1     1 1 1
    6530      1    18     1     1 1 1
    6531      1    19     1     1 1 1
    6532      1    20     1     1 1 1
    6533      1    21     1     1 1 1
    6534      1    22     1     1 1 1
    6535      1    23     1     1 1 1
    6536      1    24     1     1 1 1
    6537      1    25     1     1 1 1
    6538      1    26     1     1 1 1
    6539      1    27     1     1 1 1
    6540      1    28     1     1 1 1
    6541      1    29     1     1 1 1
    6542      1    30     1     1 1 1
    6543      2    12     1     1 1 1
    6544      2    13     1     1 1 1
    6545      2    14     1     1 1 1
    6546      2    15     1     1 1 1
    6547      2    16     1     1 1 1
    6548      2    17     1     1 1 1
    6549      2    18     1     1 1 1
    6550      2    19     1     1 1 1
    6551      2    20     1     1 1 1
    6552      2    21     1     1 1 1
    6553      2    22     1     1 1 1
    6554      2    23     1     1 1 1
    6555      2    24     1     1 1 1
    6556      2    25     1     1 1 1
    6557      2    26     1     1 1 1
    6558      2    27     1     1 1 1
    6559      2    28     1     1 1 1
    6560      2    29     1     1 1 1
    6561      2    30     1     1 1 1
    6562      3    12     1     1 1 1
    6563      3    13     1     1 1 1
    6564      3    14     1     1 1 1
    6565      3    15     1     1 1 1
    6566      3    16     1     1 1 1
    6567      3    17     1     1 1 1
    6568      3    18     1     1 1 1
    6569      3    19     1     1 1 1
    6570      3    20     1     1 1 1
    6571      3    21     1     1 1 1
    6572      3    22     1     1 1 1
    6573      3    23     1     1 1 1
    6574      3    24     1     1 1 1
    6575      3    25     1     1 1 1
    6576      3    26     1     1 1 1
    6577      3    27     1     1 1 1
    6578      3    28     1     1 1 1
    6579      3    29     1     1 1 1
    6580      3    30     1     1 1 1
    6581      4    12     1     1 1 1
    6582      4    13     1     1 1 1
    6583      4    14     1     1 1 1
    6584      4    15     1     1 1 1
    6585      4    16     1     1 1 1
    6586      4    17     1     1 1 1
    6587      4    18     1     1 1 1
    6588      4    19     1     1 1 1
    6589      4    20     1     1 1 1
    6590      4    21     1     1 1 1
    6591      4    22     1     1 1 1
    6592      4    23     1     1 1 1
    6593      4    24     1     1 1 1
    6594      4    25     1     1 1 1
    6595      4    26     1     1 1 1
    6596      4    27     1     1 1 1
    6597      4    28     1     1 1 1
    6598      4    29     1     1 1 1
    6599      4    30     1     1 1 1
    6600      5    13     1     1 1 1
    6601      5    14     1     1 1 1
    6602      5    15     1     1 1 1
    6603      5    16     1     1 1 1
    6604      5    17     1     1 1 1
    6605      5    18     1     1 1 1
    6606      5    19     1     1 1 1
    6607      5    20     1     1 1 1
    6608      5    21     1     1 1 1
    6609      5    22     1     1 1 1
    6610      5    23     1     1 1 1
    6611      5    24     1     1 1 1
    6612      5    25     1     1 1 1
    6613      5    26     1     1 1 1
    6614      5    27     1     1 1 1
    6615      5    28     1     1 1 1
    6616      5    29     1     1 1 1
    6617      6    14     1     1 1 1
    6618      6    15     1     1 1 1
    6619      6    16     1     1 1 1
    6620      6    17     1     1 1 1
    6621      6    18     1     1 1 1
    6622      6    19     1     1 1 1
    6623      6    20     1     1 1 1
    6624      6    21     1     1 1 1
    6625      6    22     1     1 1 1
    6626      6    23     1     1 1 1
    6627      6    24     1     1 1 1
    6628      6    25     1     1 1 1
    6629      6    26     1     1 1 1
    6630      6    27     1     1 1 1
    6631      6    28     1     1 1 1
    6632      7    14     1     1 1 1
    6633      7    15     1     1 1 1
    6634      7    16     1     1 1 1
    6635      7    17     1     1 1 1
    6636      7    18     1     1 1 1
    6637      7    19     1     1 1 1
    6638      7    20     1     1 1 1
    6639      7    21     1     1 1 1
    6640      7    22     1     1 1 1
    6641      7    23     1     1 1 1
    6642      7    24     1     1 1 1
    6643      7    25     1     1 1 1
    6644      7    26     1     1 1 1
    6645      7    27     1     1 1 1
    6646      7    28     1     1 1 1
    6647      8    16     1     1 1 1
    6648      8    17     1     1 1 1
    6649      8    18     1     1 1 1
    6650      8    19     1     1 1 1
    6651      8    20     1     1 1 1
    6652      8    21     1     1 1 1
    6653      8    22     1     1 1 1
    6654      8    23     1     1 1 1
    6655      8    24     1     1 1 1
    6656      8    25     1     1 1 1
    6657      8    26     1     1 1 1
    6658      9    17     1     1 1 1
    6659      9    18     1     1 1 1
    6660      9    19     1     1 1 1
    6661      9    20     1     1 1 1
    6662      9    21     1     1 1 1
    6663      9    22     1     1 1 1
    6664      9    23     1     1 1 1
    6665      9    24     1     1 1 1
    6666      9    25     1     1 1 1
    6667     -9    18     2     1 1 1
    6668     -9    19     2     1 1 1
    6669     -9    20     2     1 1 1
    6670     -9    21     2     1 1 1
    6671     -9    22     2     1 1 1
    6672     -9    23     2     1 1 1
    6673     -9    24     2     1 1 1
    6674     -8    16     2     1 1 1
    6675     -8    17     2     1 1 1
    6676     -8    18     2     1 1 1
    6677     -8    19     2     1 1 1
    6678     -8    20     2     1 1 1
    6679     -8    21     2     1 1 1
    6680     -8    22     2     1 1 1
    6681     -8    23     2     1 1 1
    6682     -8    24     2     1 1 1
    6683     -8    25     2     1 1 1
    6684     -8    26     2     1 1 1
    6685     -7    15     2     1 1 1
    6686     -7    16     2     1 1 1
    6687     -7    17     2     1 1 1
    6688     -7    18     2     1 1 1
    6689     -7    19     2     1 1 1
    6690     -7    20     2     1 1 1
    6691     -7    21     2     1 1 1
    6692     -7    22     2     1 1 1
    6693     -7    23     2     1 1 1
    6694     -7    24     2     1 1 1
    6695     -7    25     2     1 1 1
    6696     -7    26     2     1 1 1
    6697     -7    27     2     1 1 1
    6698     -6    14     2     1 1 1
    6699     -6    15     2     1 1 1
    6700     -6    16     2     1 1 1
    6701     -6    17     2     1 1 1
    6702     -6    18     2     1 1 1
    6703     -6    19     2     1 1 1
    6704     -6    20     2     1 1 1
    6705     -6    21     2     1 1 1
    6706     -6    22     2     1 1 1
    6707     -6    23     2     1 1 1
    6708     -6    24     2     1 1 1
    6709     -6    25     2     1 1 1
    6710     -6    26     2     1 1 1
    6711     -6    27     2     1 1 1
    6712     -6    28     2     1 1 1
    6713     -5    13     2     1 1 1
    6714     -5    14     2     1 1 1
    6715     -5    15     2     1 1 1
    6716     -5    16     2     1 1 1
    6717     -5    17     2     1 1 1
    6718     -5    18     2     1 1 1
    6719     -5    19     2     1 1 1
    6720     -5    20     2     1 1 1
    6721     -5    21     2     1 1 1
    6722     -5    22     2     1 1 1
    6723     -5    23     2     1 1 1
    6724     -5    24     2     1 1 1
    6725     -5    25     2     1 1 1
    6726     -5    26     2     1 1 1
    6727     -5    27     2     1 1 1
    6728     -5    28     2     1 1 1
    6729     -5    29     2     1 1 1
    6730     -4    13     2     1 1 1
    6731     -4    14     2     1 1 1
    6732     -4    15     2     1 1 1
    6733     -4    16     2     1 1 1
    6734     -4    17     2     1 1 1
    6735     -4    18     2     1 1 1
    6736     -4    19     2     1 1 1
    6737     -4    20     2     1 1 1
    6738     -4    21     2     1 1 1
    6739     -4    22     2     1 1 1
    6740     -4    23     2     1 1 1
    6741     -4    24     2     1 1 1
    6742     -4    25     2     1 1 1
    6743     -4    26     2     1 1 1
    6744     -4    27     2     1 1 1
    6745     -4    28     2     1 1 1
    6746     -4    29     2     1 1 1
    6747     -3    12     2     1 1 1
    6748     -3    13     2     1 1 1
    6749     -3    14     2     1 1 1
    6750     -3    15     2     1 1 1
    6751     -3    16     2     1 1 1
    6752     -3    17     2     1 1 1
    6753     -3    18     2     1 1 1
    6754     -3    19     2     1 1 1
    6755     -3    20     2     1 1 1
    6756     -3    21     2     1 1 1
    6757     -3    22     2     1 1 1
    6758     -3    23     2     1 1 1
    6759     -3    24     2     1 1 1
    6760     -3    25     2     1 1 1
    6761     -3    26     2     1 1 1
    6762     -3    27     2     1 1 1
    6763     -3    28     2     1 1 1
    6764     -3    29     2     1 1 1
    6765     -3    30     2     1 1 1
    6766     -2    12     2     1 1 1
    6767     -2    13     2     1 1 1
    6768     -2    14     2     1 1 1
    6769     -2    15     2     1 1 1
    6770     -2    16     2     1 1 1
    6771     -2    17     2     1 1 1
    6772     -2    18     2     1 1 1
    6773     -2    19     2     1 1 1
    6774     -2    20     2     1 1 1
    6775     -2    21     2     1 1 1
    6776     -2    22     2     1 1 1
    6777     -2    23     2     1 1 1
    6778     -2    24     2     1 1 1
    6779     -2    25     2     1 1 1
    6780     -2    26     2     1 1 1
    6781     -2    27     2     1 1 1
    6782     -2    28     2     1 1 1
    6783     -2    29     2     1 1 1
    6784     -2    30     2     1 1 1
    6785     -1    12     2     1 1 1
    6786     -1    13     2     1 1 1
    6787     -1    14     2     1 1 1
    6788     -1    15     2     1 1 1
    6789     -1    16     2     1 1 1
    6790     -1    17     2     1 1 1
    6791     -1    18     2     1 1 1
    6792     -1    19     2     1 1 1
    6793     -1    20     2     1 1 1
    6794     -1    21     2     1 1 1
    6795     -1    22     2     1 1 1
    6796     -1    23     2     1 1 1
    6797     -1    24     2     1 1 1
    6798     -1    25     2     1 1 1
    6799     -1    26     2     1 1 1
    6800     -1    27     2     1 1 1
    6801     -1    28     2     1 1 1
    6802     -1    29     2     1 1 1
    6803     -1    30     2     1 1 1
    6804      0    12     2     1 1 1
    6805      0    13     2     1 1 1
    6806      0    14     2     1 1 1
    6807      0    15     2     1 1 1
    6808      0    16     2     1 1 1
    6809      0    17     2     1 1 1
    6810      0    18     2     1 1 1
    6811      0    19     2     1 1 1
    6812      0    20     2     1 1 1
    6813      0    21     2     1 1 1
    6814      0    22     2     1 1 1
    6815      0    23     2     1 1 1
    6816      0    24     2     1 1 1
    6817      0    25     2     1 1 1
    6818      0    26     2     1 1 1
    6819      0    27     2     1 1 1
    6820      0    28     2     1 1 1
    6821      0    29     2     1 1 1
    6822      0    30     2     1 1 1
    6823      1    12     2     1 1 1
    6824      1    13     2     1 1 1
    6825      1    14     2     1 1 1
    6826      1    15     2     1 1 1
    6827      1    16     2     1 1 1
    6828      1    17     2     1 1 1
    6829      1    18     2     1 1 1
    6830      1    19     2     1 1 1
    6831      1    20     2     1 1 1
    6832      1    21     2     1 1 1
    6833      1    22     2     1 1 1
    6834      1    23     2     1 1 1
    6835      1    24     2     1 1 1
    6836      1    25     2     1 1 1
    6837      1    26     2     1 1 1
    6838      1    27     2     1 1 1
    6839      1    28     2     1 1 1
    6840      1    29     2     1 1 1
    6841      1    30     2     1 1 1
    6842      2    12     2     1 1 1
    6843      2    13     2     1 1 1
    6844      2    14     2     1 1 1
    6845      2    15     2     1 1 1
    6846      2    16     2     1 1 1
    6847      2    17     2     1 1 1
    6848      2    18     2     1 1 1
    6849      2    19     2     1 1 1
    6850      2    20     2     1 1 1
    6851      2    21     2     1 1 1
    6852      2    22     2     1 1 1
    6853      2    23     2     1 1 1
    6854      2    24     2     1 1 1
    6855      2    25     2     1 1 1
    6856      2    26     2     1 1 1
    6857      2    27     2     1 1 1
    6858      2    28     2     1 1 1
    6859      2    29     2     1 1 1
    6860      2    30     2     1 1 1
    6861      3    12     2     1 1 1
    6862      3    13     2     1 1 1
    6863      3    14     2     1 1 1
    6864      3    15     2     1 1 1
    6865      3    16     2     1 1 1
    6866      3    17     2     1 1 1
    6867      3    18     2     1 1 1
    6868      3    19     2     1 1 1
    6869      3    20     2     1 1 1
    6870      3    21     2     1 1 1
    6871      3    22     2     1 1 1
    6872      3    23     2     1 1 1
    6873      3    24     2     1 1 1
    6874      3    25     2     1 1 1
    6875      3    26     2     1 1 1
    6876      3    27     2     1 1 1
    6877      3    28     2     1 1 1
    6878      3    29     2     1 1 1
    6879      3    30     2     1 1 1
    6880      4    13     2     1 1 1
    6881      4    14     2     1 1 1
    6882      4    15     2     1 1 1
    6883      4    16     2     1 1 1
    6884      4    17     2     1 1 1
    6885      4    18     2     1 1 1
    6886      4    19     2     1 1 1
    6887      4    20     2     1 1 1
    6888      4    21     2     1 1 1
    6889      4    22     2     1 1 1
    6890      4    23     2     1 1 1
    6891      4    24     2     1 1 1
    6892      4    25     2     1 1 1
    6893      4    26     2     1 1 1
    6894      4    27     2     1 1 1
    6895      4    28     2     1 1 1
    6896      4    29     2     1 1 1
    6897      5    13     2     1 1 1
    6898      5    14     2     1 1 1
    6899      5    15     2     1 1 1
    6900      5    16     2     1 1 1
    6901      5    17     2     1 1 1
    6902      5    18     2     1 1 1
    6903      5    19     2     1 1 1
    6904      5    20     2     1 1 1
    6905      5    21     2     1 1 1
    6906      5    22     2     1 1 1
    6907      5    23     2     1 1 1
    6908      5    24     2     1 1 1
    6909      5    25     2     1 1 1
    6910      5    26     2     1 1 1
    6911      5    27     2     1 1 1
    6912      5    28     2     1 1 1
    6913      5    29     2     1 1 1
    6914      6    14     2     1 1 1
    6915      6    15     2     1 1 1
    6916      6    16     2     1 1 1
    6917      6    17     2     1 1 1
    6918      6    18     2     1 1 1
    6919      6    19     2     1 1 1
    6920      6    20     2     1 1 1
    6921      6    21     2     1 1 1
    6922      6    22     2     1 1 1
    6923      6    23     2     1 1 1
    6924      6    24     2     1 1 1
    6925      6    25     2     1 1 1
    6926      6    26     2     1 1 1
    6927      6    27     2     1 1 1
    6928      6    28     2     1 1 1
    6929      7    15     2     1 1 1
    6930      7    16     2     1 1 1
    6931      7    17     2     1 1 1
    6932      7    18     2     1 1 1
    6933      7    19     2     1 1 1
    6934      7    20     2     1 1 1
    6935      7    21     2     1 1 1
    6936      7    22     2     1 1 1
    6937      7    23     2     1 1 1
    6938      7    24     2     1 1 1
    6939      7    25     2     1 1 1
    6940      7    26     2     1 1 1
    6941      7    27     2     1 1 1
    6942      8    16     2     1 1 1
    6943      8    17     2     1 1 1
    6944      8    18     2     1 1 1
    6945      8    19     2     1 1 1
    6946      8    20     2     1 1 1
    6947      8    21     2     1 1 1
    6948      8    22     2     1 1 1
    6949      8    23     2     1 1 1
    6950      8    24     2     1 1 1
    6951      8    25     2     1 1 1
    6952      8    26     2     1 1 1
    6953      9    18     2     1 1 1
    6954      9    19     2     1 1 1
    6955      9    20     2     1 1 1
    6956      9    21     2     1 1 1
    6957      9    22     2     1 1 1
    6958      9    23     2     1 1 1
    6959      9    24     2     1 1 1
    6960     -9    18     3     1 1 1
    6961     -9    19     3     1 1 1
    6962     -9    20     3     1 1 1
    6963     -9    21     3     1 1 1
    6964     -9    22     3     1 1 1
    6965     -9    23     3     1 1 1
    6966     -9    24     3     1 1 1
    6967     -8    16     3     1 1 1
    6968     -8    17     3     1 1 1
    6969     -8    18     3     1 1 1
    6970     -8    19     3     1 1 1
    6971     -8    20     3     1 1 1
    6972     -8    21     3     1 1 1
    6973     -8    22     3     1 1 1
    6974     -8    23     3     1 1 1
    6975     -8    24     3     1 1 1
    6976     -8    25     3     1 1 1
    6977     -8    26     3     1 1 1
    6978     -7    15     3     1 1 1
    6979     -7    16     3     1 1 1
    6980     -7    17     3     1 1 1
    6981     -7    18     3     1 1 1
    6982     -7    19     3     1 1 1
    6983     -7    20     3     1 1 1
    6984     -7    21     3     1 1 1
    6985     -7    22     3     1 1 1
    6986     -7    23     3     1 1 1
    6987     -7    24     3     1 1 1
    6988     -7    25     3     1 1 1
    6989     -7    26     3     1 1 1
    6990     -7    27     3     1 1 1
    6991     -6    14     3     1 1 1
    6992     -6    15     3     1 1 1
    6993     -6    16     3     1 1 1
    6994     -6    17     3     1 1 1
    6995     -6    18     3     1 1 1
    6996     -6    19     3     1 1 1
    6997     -6    20     3     1 1 1
    6998     -6    21     3     1 1 1
    6999     -6    22     3     1 1 1
    7000     -6    23     3     1 1 1
    7001     -6    24     3     1 1 1
    7002     -6    25     3     1 1 1
    7003     -6    26     3     1 1 1
    7004     -6    27     3     1 1 1
    7005     -6    28     3     1 1 1
    7006     -5    13     3     1 1 1
    7007     -5    14     3     1 1 1
    7008     -5    15     3     1 1 1
    7009     -5    16     3     1 1 1
    7010     -5    17     3     1 1 1
    7011     -5    18     3     1 1 1
    7012     -5    19     3     1 1 1
    7013     -5    20     3     1 1 1
    7014     -5    21     3     1 1 1
    7015     -5    22     3     1 1 1
    7016     -5    23     3     1 1 1
    7017     -5    24     3     1 1 1
    7018     -5    25     3     1 1 1
    7019     -5    26     3     1 1 1
    7020     -5    27     3     1 1 1
    7021     -5    28     3     1 1 1
    7022     -5    29     3     1 1 1
    7023     -4    13     3     1 1 1
    7024     -4    14     3     1 1 1
    7025     -4    15     3     1 1 1
    7026     -4    16     3     1 1 1
    7027     -4    17     3     1 1 1
    7028     -4    18     3     1 1 1
    7029     -4    19     3     1 1 1
    7030     -4    20     3     1 1 1
    7031     -4    21     3     1 1 1
    7032     -4    22     3     1 1 1
